Household_ID,State,No_of_Residents,No_of_Appliances,AC_Units,Has_Solar,Monthly_Income,Region,Year,Monthly_Electricity_kWh
10799,Karnataka,7,27,1,0,42255,Rural,2022,661.76
10800,Maharashtra,4,20,1,0,137131,Urban,2023,583.55
10801,Delhi,8,20,0,0,136156,Urban,2018,529.47
10802,Punjab,4,8,0,0,63073,Urban,2019,328.11
10803,West Bengal,2,27,0,0,50700,Urban,2015,367.73
10804,Karnataka,3,9,1,0,116595,Urban,2019,399.52
10805,Karnataka,4,14,0,0,131863,Rural,2021,302.76
10806,Tamil Nadu,7,18,0,0,42403,Urban,2016,408.82
10807,Uttar Pradesh,3,13,0,1,122918,Rural,2019,112.33
10808,Delhi,8,22,2,0,125142,Urban,2023,791.7
10809,Gujarat,8,24,1,0,101900,Urban,2017,668.2
10810,Delhi,5,10,1,0,72843,Urban,2016,480.48
10811,Gujarat,2,15,2,0,138910,Rural,2019,466.82
10812,West Bengal,3,25,1,0,28568,Urban,2023,612.9
10813,Gujarat,8,21,0,0,93042,Urban,2018,471.55
10814,Punjab,8,13,2,1,73288,Urban,2015,609.05
10815,Maharashtra,3,29,0,0,56514,Urban,2020,484.4
10816,Gujarat,4,7,0,0,119742,Urban,2023,385.48
10817,Gujarat,9,20,0,1,120162,Urban,2018,485.51
10818,Tamil Nadu,7,24,0,0,105282,Rural,2023,483.92
10819,Karnataka,4,8,1,0,31020,Rural,2021,353.15
10820,Delhi,7,28,2,0,18188,Rural,2015,683.65
10821,Delhi,8,26,2,0,112294,Urban,2020,826.12
10822,West Bengal,8,19,0,0,103342,Urban,2016,474.86
10823,West Bengal,2,6,2,0,48370,Urban,2022,497.86
10824,Punjab,3,24,2,0,113514,Urban,2021,658.31
10825,Gujarat,6,21,0,1,97668,Rural,2021,409.33
10826,Uttar Pradesh,8,23,0,0,147299,Rural,2018,486.35
10827,Delhi,7,24,1,0,114697,Urban,2015,685.89
10828,West Bengal,7,20,1,0,59279,Urban,2021,625.38
10829,Gujarat,9,28,0,0,126661,Rural,2019,592.12
10830,West Bengal,9,23,1,1,93573,Urban,2019,594.19
10831,Punjab,4,25,1,0,109453,Urban,2023,598.58
10832,Maharashtra,4,21,2,0,99367,Rural,2017,785.09
10833,Maharashtra,8,8,0,0,72759,Urban,2019,393.48
10834,West Bengal,8,22,2,0,128832,Urban,2016,813.07
10835,Maharashtra,5,8,2,0,57427,Urban,2019,622.89
10836,West Bengal,7,25,0,0,16428,Urban,2019,498.35
10837,Gujarat,2,7,2,1,125845,Urban,2016,377.09
10838,Tamil Nadu,3,26,1,0,140379,Rural,2023,431.34
10839,Uttar Pradesh,3,22,1,0,122014,Urban,2017,571.42
10840,Gujarat,9,25,1,0,89474,Rural,2015,616.83
10841,Tamil Nadu,3,24,1,0,132061,Urban,2018,534.0
10842,Tamil Nadu,7,9,1,0,117675,Rural,2018,424.09
10843,Delhi,4,13,2,0,42706,Rural,2019,674.85
10844,Gujarat,2,26,0,0,25027,Urban,2017,419.31
10845,Gujarat,3,27,2,0,102632,Rural,2022,647.18
10846,West Bengal,7,28,2,0,143295,Rural,2021,753.42
10847,Tamil Nadu,6,19,1,0,55915,Rural,2015,487.1
10848,Tamil Nadu,8,13,1,1,103705,Urban,2015,453.66
10849,Tamil Nadu,5,18,2,0,109859,Rural,2022,587.9
10850,West Bengal,5,25,2,0,122985,Urban,2019,770.71
10851,Delhi,3,28,0,0,39141,Urban,2016,432.3
10852,Gujarat,4,6,0,0,127862,Rural,2022,209.04
10853,Tamil Nadu,5,29,0,0,52975,Urban,2022,528.2
10854,Maharashtra,5,22,0,0,90480,Urban,2021,420.72
10855,Gujarat,9,17,0,0,67217,Urban,2021,535.7
10856,West Bengal,5,25,1,0,39291,Rural,2016,602.64
10857,Delhi,5,20,0,0,108073,Rural,2018,295.2
10858,Maharashtra,3,10,2,1,79153,Rural,2023,364.64
10859,West Bengal,9,20,1,0,143477,Urban,2023,740.61
10860,Karnataka,7,8,2,0,134491,Urban,2016,633.39
10861,Gujarat,2,28,1,0,109375,Urban,2016,483.56
10862,Karnataka,2,14,1,0,109915,Urban,2016,414.89
10863,West Bengal,4,23,0,0,27922,Urban,2019,431.9
10864,West Bengal,7,15,2,0,61176,Rural,2022,633.95
10865,West Bengal,8,9,0,0,136271,Urban,2017,314.27
10866,Tamil Nadu,6,22,2,0,83161,Urban,2023,748.03
10867,Delhi,2,7,2,0,135597,Rural,2015,375.81
10868,Tamil Nadu,6,12,0,0,99621,Urban,2019,316.72
10869,Delhi,2,15,0,0,37280,Urban,2022,289.72
10870,Uttar Pradesh,9,25,1,0,142689,Urban,2016,673.16
10871,Tamil Nadu,2,23,1,0,88990,Rural,2020,453.29
10872,Karnataka,9,25,1,0,32838,Rural,2017,591.98
10873,Delhi,9,29,2,0,95659,Urban,2023,899.89
10874,Tamil Nadu,4,7,0,0,147686,Rural,2021,139.41
10875,Gujarat,5,16,1,0,65602,Urban,2023,507.67
10876,West Bengal,4,19,0,0,64521,Urban,2020,397.76
10877,Delhi,9,27,1,0,127754,Rural,2023,657.8
10878,Delhi,9,28,1,0,57711,Rural,2016,699.95
10879,Tamil Nadu,2,20,0,0,118105,Urban,2016,326.08
10880,Uttar Pradesh,7,9,1,0,120592,Urban,2018,505.27
10881,Tamil Nadu,5,23,0,0,46779,Urban,2019,421.74
10882,Punjab,7,10,1,0,78050,Urban,2023,435.92
10883,Karnataka,7,16,0,0,138623,Rural,2016,455.04
10884,Karnataka,7,23,1,0,135004,Rural,2022,631.6
10885,Delhi,5,13,1,0,90457,Urban,2019,580.67
10886,Delhi,7,22,2,0,60371,Rural,2023,809.08
10887,Tamil Nadu,5,7,0,0,25316,Urban,2019,235.26
10888,Karnataka,6,27,1,1,83969,Rural,2016,471.78
10889,Karnataka,9,18,2,0,126235,Urban,2022,766.71
10890,Uttar Pradesh,8,28,0,0,66891,Urban,2015,524.43
10891,Gujarat,2,25,1,1,62754,Urban,2017,378.34
10892,Uttar Pradesh,3,9,1,0,101899,Rural,2018,271.86
10893,Punjab,7,9,1,1,136393,Rural,2021,420.75
10894,Maharashtra,4,8,0,0,85038,Urban,2017,292.02
10895,West Bengal,6,29,2,0,108629,Urban,2015,751.12
10896,Uttar Pradesh,4,26,1,0,122572,Urban,2018,574.72
10897,Punjab,3,20,2,0,18374,Urban,2022,682.38
10898,Tamil Nadu,5,17,0,1,147625,Rural,2016,234.88
10899,Gujarat,3,12,0,0,106458,Urban,2021,237.81
10900,Tamil Nadu,4,28,1,0,15252,Rural,2016,562.44
10901,West Bengal,9,25,1,1,53502,Urban,2015,631.13
10902,Punjab,9,20,1,0,69226,Urban,2023,612.4
10903,Maharashtra,3,29,2,0,34899,Rural,2017,622.0
10904,Gujarat,9,6,2,0,131859,Urban,2020,727.23
10905,Delhi,2,12,1,0,145509,Rural,2016,306.64
10906,Karnataka,3,7,0,0,104365,Urban,2023,146.22
10907,Uttar Pradesh,7,27,0,1,95167,Urban,2016,431.51
10908,Punjab,2,13,1,1,139260,Rural,2019,171.73
10909,Tamil Nadu,7,15,2,0,98191,Urban,2019,671.97
10910,Maharashtra,8,25,0,1,125899,Urban,2020,470.06
10911,Karnataka,8,28,2,0,82021,Rural,2019,785.01
10912,Uttar Pradesh,3,24,1,0,70451,Rural,2022,556.94
10913,Karnataka,2,5,2,0,106061,Urban,2023,344.33
10914,Uttar Pradesh,9,5,2,0,136703,Rural,2023,599.11
10915,Punjab,2,26,2,1,103800,Urban,2021,582.88
10916,Delhi,8,12,0,0,84653,Urban,2016,443.31
10917,Gujarat,3,20,2,0,78716,Urban,2017,693.15
10918,Punjab,6,14,2,0,135482,Rural,2019,582.83
10919,Karnataka,5,6,2,0,48051,Urban,2016,529.41
10920,Karnataka,5,20,1,0,84698,Urban,2022,540.35
10921,Karnataka,5,8,2,0,133309,Urban,2018,569.08
10922,Gujarat,9,23,2,0,79180,Rural,2021,796.24
10923,Maharashtra,2,13,0,0,135789,Rural,2019,202.97
10924,Uttar Pradesh,9,7,1,0,139371,Urban,2023,536.95
10925,Punjab,8,15,2,1,141258,Urban,2017,643.15
10926,Punjab,5,12,0,0,141953,Urban,2018,323.48
10927,Delhi,8,11,0,1,93678,Urban,2020,329.95
10928,Karnataka,2,5,2,0,85187,Rural,2021,380.63
10929,West Bengal,8,12,0,0,50565,Urban,2022,349.51
10930,Punjab,6,29,0,0,83978,Urban,2022,538.51
10931,Gujarat,9,28,0,0,130144,Urban,2015,533.24
10932,Maharashtra,3,21,0,0,73991,Rural,2020,345.16
10933,Punjab,8,15,2,0,63040,Urban,2015,719.6
10934,Uttar Pradesh,8,11,2,0,138227,Urban,2015,651.07
10935,Gujarat,3,13,0,1,32798,Rural,2018,129.59
10936,Delhi,2,18,2,0,33642,Rural,2023,574.54
10937,Delhi,2,9,2,0,25590,Urban,2016,583.19
10938,Uttar Pradesh,9,22,0,0,46068,Urban,2018,561.89
10939,Karnataka,8,28,0,1,142392,Urban,2020,554.1
10940,Delhi,6,29,0,0,52616,Urban,2022,430.33
10941,Maharashtra,5,27,2,0,90468,Urban,2016,762.62
10942,Gujarat,6,17,2,0,61076,Urban,2015,616.68
10943,Punjab,3,9,1,1,36607,Urban,2017,317.15
10944,Maharashtra,3,12,1,0,102564,Urban,2015,455.19
10945,Karnataka,7,19,0,0,81023,Urban,2015,468.72
10946,Maharashtra,5,26,1,0,137956,Urban,2019,675.2
10947,Maharashtra,8,8,2,0,42659,Rural,2023,680.29
10948,Tamil Nadu,3,5,1,0,148836,Rural,2021,364.7
10949,Maharashtra,7,10,1,0,25678,Rural,2019,412.55
10950,Uttar Pradesh,2,28,0,0,99606,Rural,2018,389.84
10951,Gujarat,3,23,2,0,49635,Urban,2019,648.4
10952,Tamil Nadu,4,16,2,0,32934,Rural,2019,587.62
10953,Gujarat,5,11,2,0,46798,Urban,2019,676.57
10954,Gujarat,7,17,2,0,81862,Rural,2016,624.73
10955,Karnataka,5,11,1,0,64903,Rural,2021,414.78
10956,Karnataka,5,13,0,0,43668,Rural,2022,279.56
10957,Tamil Nadu,4,5,1,0,76031,Rural,2019,422.33
10958,Delhi,6,25,2,0,98959,Rural,2016,721.1
10959,West Bengal,2,28,0,1,89914,Urban,2022,306.01
10960,Karnataka,5,17,0,0,71293,Urban,2021,382.64
10961,West Bengal,3,23,2,0,75574,Urban,2018,746.11
10962,Karnataka,9,25,2,0,95289,Urban,2022,892.49
10963,Karnataka,2,5,0,0,82272,Urban,2021,152.01
10964,Gujarat,3,29,2,0,69534,Urban,2021,738.0
10965,Tamil Nadu,2,24,2,1,101002,Rural,2019,553.78
10966,Gujarat,8,25,2,0,119441,Urban,2021,933.11
10967,Punjab,2,23,2,0,84712,Rural,2020,583.39
10968,Uttar Pradesh,7,22,0,0,17655,Urban,2022,543.05
10969,Gujarat,3,27,0,0,81746,Urban,2015,469.59
10970,West Bengal,9,9,1,0,105245,Urban,2023,576.61
10971,West Bengal,3,7,1,0,22334,Urban,2021,308.33
10972,Uttar Pradesh,8,6,0,0,28275,Rural,2018,262.08
10973,Maharashtra,2,26,1,0,143136,Urban,2016,579.82
10974,Maharashtra,5,14,2,0,67940,Urban,2021,685.29
10975,Uttar Pradesh,9,10,2,0,121294,Rural,2022,668.15
10976,Uttar Pradesh,3,23,0,1,121314,Urban,2020,301.98
10977,Gujarat,8,29,1,0,67061,Urban,2019,768.8
10978,Uttar Pradesh,9,21,2,0,103027,Urban,2017,846.75
10979,Punjab,4,23,1,0,80212,Rural,2015,616.12
10980,Tamil Nadu,4,17,0,0,50130,Urban,2017,271.04
10981,Maharashtra,2,21,0,0,144742,Rural,2018,283.75
10982,Maharashtra,6,27,1,0,88482,Urban,2022,578.32
10983,Punjab,2,22,0,0,47268,Urban,2022,288.5
10984,Delhi,8,15,2,1,68211,Urban,2023,655.98
10985,Punjab,2,24,2,0,146725,Urban,2016,580.96
10986,Punjab,5,24,1,0,65949,Urban,2015,598.49
10987,Uttar Pradesh,5,17,1,0,35717,Urban,2018,542.33
10988,Karnataka,7,28,0,0,44746,Urban,2021,554.27
10989,Karnataka,8,15,0,0,102426,Rural,2017,498.04
10990,Punjab,6,24,1,0,43560,Urban,2023,693.22
10991,Uttar Pradesh,9,23,0,1,83627,Urban,2019,459.18
10992,Tamil Nadu,8,14,1,0,110366,Urban,2016,630.21
10993,Karnataka,8,7,1,1,112680,Urban,2017,426.72
10994,Delhi,6,25,2,0,144001,Rural,2020,693.97
10995,West Bengal,8,10,0,0,75913,Urban,2021,388.6
10996,Uttar Pradesh,6,11,1,0,60722,Urban,2023,534.51
10997,Punjab,6,25,2,0,53412,Rural,2019,764.96
10998,Tamil Nadu,6,27,1,0,60712,Urban,2019,681.36
10999,Tamil Nadu,8,24,0,0,115516,Urban,2020,643.59
11000,Gujarat,8,9,2,0,72231,Urban,2019,757.78
11001,Tamil Nadu,2,26,0,0,110889,Urban,2023,394.9
11002,Karnataka,8,13,2,0,70643,Rural,2023,608.91
11003,Punjab,2,26,0,0,37417,Rural,2019,284.71
11004,West Bengal,7,14,1,0,21365,Urban,2015,594.65
11005,Karnataka,4,18,1,0,120037,Urban,2021,556.79
11006,Uttar Pradesh,4,15,1,1,143016,Urban,2023,349.7
11007,West Bengal,7,21,0,0,22762,Urban,2018,557.06
11008,Uttar Pradesh,7,15,2,0,55764,Urban,2015,742.36
11009,Tamil Nadu,3,11,0,0,39238,Rural,2015,259.86
11010,Delhi,2,15,1,0,149039,Urban,2022,397.38
11011,Maharashtra,6,17,0,0,131572,Rural,2017,404.34
11012,West Bengal,9,23,2,1,52246,Rural,2016,663.78
11013,Punjab,3,10,1,0,125079,Rural,2020,312.35
11014,Gujarat,5,6,0,0,68579,Urban,2016,294.91
11015,Maharashtra,2,18,1,0,102263,Urban,2018,390.85
11016,Tamil Nadu,8,20,0,0,101785,Urban,2015,428.25
11017,Tamil Nadu,7,11,0,0,54593,Rural,2022,237.92
11018,Punjab,4,5,1,0,112558,Rural,2022,266.1
11019,Maharashtra,2,6,2,0,139960,Urban,2023,416.2
11020,Gujarat,7,13,1,1,43972,Urban,2018,368.25
11021,West Bengal,9,29,2,0,57089,Urban,2015,976.76
11022,West Bengal,9,27,1,0,117510,Rural,2020,641.31
11023,Maharashtra,2,22,1,0,79144,Urban,2018,461.82
11024,Uttar Pradesh,8,25,1,0,121246,Urban,2015,664.43
11025,Karnataka,2,24,0,1,40059,Urban,2019,296.97
11026,Delhi,8,22,0,0,64603,Urban,2018,446.67
11027,Uttar Pradesh,2,22,2,0,149173,Rural,2015,543.4
11028,West Bengal,5,14,1,0,57153,Urban,2021,489.32
11029,Karnataka,4,12,0,0,143242,Urban,2016,220.7
11030,Delhi,2,25,0,0,55052,Rural,2020,313.33
11031,Delhi,7,12,1,0,141505,Urban,2016,612.53
11032,Delhi,5,6,1,1,24951,Urban,2019,407.09
11033,Tamil Nadu,9,22,1,0,91908,Urban,2016,711.28
11034,Punjab,3,15,2,0,63241,Rural,2023,544.55
11035,Delhi,2,15,1,0,110070,Urban,2015,321.43
11036,Gujarat,8,23,0,1,47573,Urban,2016,451.66
11037,Maharashtra,5,15,0,0,45215,Urban,2022,346.27
11038,West Bengal,6,14,1,0,82114,Rural,2023,444.76
11039,Gujarat,3,12,2,0,136611,Urban,2015,535.14
11040,Maharashtra,4,19,2,1,89067,Rural,2017,539.3
11041,Uttar Pradesh,2,12,0,0,125631,Urban,2018,218.14
11042,Punjab,2,23,2,0,51327,Rural,2019,636.62
11043,Uttar Pradesh,5,5,1,0,126872,Urban,2015,567.59
11044,Maharashtra,9,27,2,1,19768,Rural,2019,691.95
11045,Gujarat,4,24,2,0,99155,Rural,2021,603.12
11046,Maharashtra,6,7,0,0,132990,Urban,2015,370.29
11047,Delhi,3,25,0,0,72377,Urban,2017,386.63
11048,Tamil Nadu,7,16,0,0,127416,Urban,2022,421.06
11049,West Bengal,4,20,2,0,125051,Urban,2018,641.95
11050,Uttar Pradesh,2,26,0,1,139134,Urban,2016,263.88
11051,West Bengal,5,20,0,0,139564,Urban,2017,385.1
11052,Tamil Nadu,6,21,2,0,21634,Rural,2021,666.82
11053,Delhi,5,20,2,0,96603,Urban,2021,705.29
11054,Delhi,3,13,2,0,112667,Urban,2022,552.42
11055,Uttar Pradesh,8,26,1,0,124291,Rural,2021,703.51
11056,Uttar Pradesh,8,23,1,0,121672,Urban,2017,669.02
11057,Delhi,4,5,2,0,56594,Rural,2016,423.54
11058,Karnataka,5,29,0,0,110364,Urban,2022,521.5
11059,West Bengal,7,22,2,0,86227,Rural,2018,758.94
11060,Punjab,7,10,1,0,41767,Rural,2022,421.29
11061,Tamil Nadu,8,10,0,0,42979,Urban,2016,457.15
11062,West Bengal,8,16,1,0,38577,Urban,2022,488.48
11063,Tamil Nadu,5,7,1,0,136155,Urban,2022,386.14
11064,Karnataka,9,15,1,0,95410,Rural,2020,601.41
11065,Punjab,2,10,1,1,50380,Urban,2021,271.4
11066,Gujarat,5,18,0,0,20204,Rural,2021,399.66
11067,Tamil Nadu,6,22,2,0,57159,Rural,2017,714.28
11068,West Bengal,4,20,0,0,40644,Rural,2015,211.88
11069,Maharashtra,3,28,2,0,142690,Rural,2022,656.65
11070,Punjab,9,17,2,0,36122,Rural,2020,735.58
11071,Delhi,7,5,0,1,74781,Urban,2020,304.74
11072,Delhi,9,10,2,0,141540,Urban,2021,781.33
11073,Karnataka,5,18,0,0,107316,Urban,2023,370.1
11074,Tamil Nadu,6,21,0,1,21304,Urban,2021,336.75
11075,Gujarat,9,29,2,0,69800,Urban,2017,932.49
11076,Tamil Nadu,8,17,2,0,66128,Urban,2022,748.2
11077,Delhi,7,17,1,0,101794,Rural,2021,510.68
11078,Uttar Pradesh,9,13,2,0,30994,Rural,2019,732.25
11079,Maharashtra,7,10,2,0,104921,Rural,2021,570.67
11080,Punjab,3,10,2,0,125369,Rural,2023,442.42
11081,Karnataka,7,29,0,0,84854,Rural,2021,537.79
11082,Uttar Pradesh,9,9,1,1,128551,Urban,2019,479.98
11083,West Bengal,6,29,1,0,124348,Urban,2020,654.92
11084,Gujarat,7,25,0,0,47173,Urban,2021,548.7
11085,Uttar Pradesh,7,18,2,1,117278,Rural,2017,553.62
11086,West Bengal,5,18,2,0,58892,Rural,2019,652.01
11087,Uttar Pradesh,5,8,0,0,149531,Rural,2023,260.34
11088,Gujarat,8,6,1,0,133028,Rural,2015,541.15
11089,Punjab,4,6,0,0,35833,Rural,2020,199.33
11090,Uttar Pradesh,2,21,0,0,67191,Rural,2022,256.38
11091,Karnataka,6,14,2,0,97062,Rural,2018,706.39
11092,Delhi,2,18,0,0,31720,Rural,2015,288.06
11093,Tamil Nadu,2,23,0,0,41402,Rural,2015,248.36
11094,Uttar Pradesh,7,21,0,0,140303,Urban,2017,453.21
11095,Karnataka,9,26,2,0,87907,Urban,2019,990.01
11096,Tamil Nadu,8,15,2,0,111313,Urban,2018,829.84
11097,Punjab,3,11,1,0,129324,Rural,2023,270.86
11098,West Bengal,9,13,1,0,52926,Urban,2018,595.94
11099,Tamil Nadu,9,18,1,0,16536,Urban,2017,703.85
11100,West Bengal,3,27,2,0,73700,Urban,2022,775.98
11101,Uttar Pradesh,7,8,1,0,48111,Rural,2023,422.93
11102,Karnataka,8,18,0,0,32763,Urban,2023,616.73
11103,Delhi,6,24,1,0,85582,Urban,2021,599.65
11104,Uttar Pradesh,2,28,0,1,47207,Rural,2018,178.38
11105,West Bengal,4,24,1,0,51421,Urban,2023,565.88
11106,Gujarat,8,21,2,0,124953,Rural,2016,822.93
11107,Tamil Nadu,2,29,0,0,60420,Rural,2020,290.72
11108,Uttar Pradesh,3,23,0,0,86247,Urban,2015,257.49
11109,West Bengal,2,21,2,0,148987,Urban,2017,632.78
11110,Punjab,5,29,0,0,69511,Rural,2021,477.16
11111,Tamil Nadu,5,18,1,0,26344,Rural,2022,432.55
11112,Punjab,4,17,2,0,136797,Urban,2021,612.19
11113,West Bengal,6,18,0,0,139001,Rural,2019,397.44
11114,Karnataka,2,20,2,0,55442,Rural,2016,611.03
11115,Maharashtra,5,25,0,0,17005,Rural,2019,533.19
11116,Punjab,6,19,0,0,97598,Urban,2021,411.43
11117,Uttar Pradesh,8,29,2,0,41890,Urban,2020,825.18
11118,Delhi,8,23,0,0,74103,Urban,2015,485.26
11119,Uttar Pradesh,5,26,1,0,16390,Urban,2023,591.23
11120,Tamil Nadu,6,15,1,0,20405,Rural,2020,445.76
11121,Karnataka,6,16,0,0,57467,Urban,2017,385.97
11122,West Bengal,5,15,0,1,50394,Urban,2017,185.02
11123,Gujarat,7,27,1,0,51527,Urban,2020,678.32
11124,Delhi,3,9,0,1,141567,Urban,2021,149.88
11125,Karnataka,6,12,0,0,18879,Urban,2018,304.07
11126,Punjab,8,10,2,1,52731,Rural,2021,528.23
11127,Punjab,7,20,2,1,46445,Rural,2017,696.57
11128,Uttar Pradesh,2,16,1,0,43199,Urban,2017,397.27
11129,Gujarat,7,10,1,0,129886,Urban,2018,559.49
11130,Karnataka,5,17,2,0,25561,Rural,2016,536.66
11131,Maharashtra,7,11,2,0,123903,Rural,2021,606.55
11132,Delhi,3,12,1,0,144520,Rural,2019,360.85
11133,Tamil Nadu,5,16,1,0,31841,Urban,2023,547.59
11134,Karnataka,4,6,1,0,106013,Urban,2023,461.03
11135,Karnataka,2,27,2,0,137500,Rural,2015,610.58
11136,Maharashtra,8,13,2,0,48669,Urban,2016,703.23
11137,Uttar Pradesh,4,17,0,0,71052,Urban,2018,248.42
11138,West Bengal,7,21,1,0,68449,Urban,2019,694.73
11139,West Bengal,6,17,0,0,138239,Urban,2021,427.37
11140,Delhi,7,20,1,0,71918,Urban,2019,606.64
11141,Delhi,9,5,2,0,114440,Urban,2015,628.14
11142,Tamil Nadu,8,11,1,0,146579,Urban,2018,519.75
11143,Karnataka,8,17,1,0,134960,Rural,2019,612.59
11144,Gujarat,9,18,2,0,144451,Rural,2016,789.19
11145,Karnataka,6,25,2,0,28371,Urban,2015,700.95
11146,West Bengal,4,21,1,0,93733,Rural,2016,542.78
11147,Tamil Nadu,4,20,1,1,40251,Urban,2018,430.76
11148,Karnataka,6,19,1,0,65183,Rural,2017,477.31
11149,Maharashtra,3,21,1,0,108603,Rural,2022,511.2
11150,West Bengal,9,6,1,0,49532,Urban,2018,591.41
11151,Karnataka,2,29,2,0,97478,Urban,2018,742.86
11152,Karnataka,5,16,1,0,30812,Rural,2019,454.26
11153,West Bengal,9,7,2,1,40425,Urban,2015,505.43
11154,Gujarat,4,13,0,0,55927,Rural,2015,205.7
11155,West Bengal,2,10,0,0,148161,Rural,2019,234.13
11156,Maharashtra,5,10,1,0,105089,Urban,2020,417.86
11157,Maharashtra,7,11,0,0,55963,Rural,2017,235.12
11158,Karnataka,5,12,2,1,125901,Rural,2018,517.12
11159,Delhi,4,7,0,1,108800,Rural,2022,-35.58
11160,Gujarat,3,28,0,0,28086,Rural,2019,389.15
11161,Karnataka,3,19,2,1,52967,Urban,2023,531.11
11162,West Bengal,2,26,1,0,29396,Urban,2016,543.72
11163,Karnataka,7,10,2,0,132113,Rural,2020,601.3
11164,Tamil Nadu,2,15,2,0,73754,Urban,2023,502.79
11165,Tamil Nadu,6,7,1,1,24134,Urban,2019,326.48
11166,Delhi,3,20,2,1,145480,Urban,2019,464.92
11167,Gujarat,2,10,1,0,79002,Urban,2019,332.28
11168,Uttar Pradesh,6,15,2,0,48244,Rural,2020,573.83
11169,Punjab,7,12,0,0,120554,Rural,2022,312.3
11170,Tamil Nadu,8,27,1,0,43730,Rural,2022,685.26
11171,Uttar Pradesh,5,14,1,0,54970,Urban,2015,466.43
11172,Maharashtra,2,14,0,0,31692,Urban,2018,355.12
11173,Tamil Nadu,6,27,0,0,24615,Rural,2023,497.07
11174,Tamil Nadu,3,7,1,0,137231,Urban,2020,243.15
11175,Gujarat,9,18,0,0,134461,Urban,2019,503.5
11176,Delhi,5,23,2,0,121864,Urban,2019,728.5
11177,Uttar Pradesh,2,25,2,0,132012,Rural,2018,594.28
11178,West Bengal,3,25,2,0,138560,Urban,2019,717.57
11179,Tamil Nadu,8,13,0,0,18514,Rural,2016,390.08
11180,Tamil Nadu,5,17,0,0,123780,Urban,2023,348.66
11181,Gujarat,4,13,0,0,132047,Rural,2017,236.92
11182,Gujarat,3,25,1,1,72533,Rural,2015,408.9
11183,Delhi,4,16,2,0,122224,Urban,2016,603.85
11184,Uttar Pradesh,7,18,1,0,126839,Urban,2019,694.98
11185,Maharashtra,2,9,1,0,113318,Urban,2019,471.8
11186,West Bengal,8,10,1,1,100185,Urban,2017,470.05
11187,Delhi,6,17,2,0,125324,Urban,2020,687.22
11188,Punjab,2,17,2,0,44725,Urban,2018,685.76
11189,Maharashtra,3,28,2,0,76899,Urban,2016,747.44
11190,Karnataka,4,10,0,0,26430,Urban,2018,296.08
11191,Tamil Nadu,9,18,2,0,100688,Urban,2019,769.94
11192,Uttar Pradesh,4,15,0,0,35462,Urban,2020,368.37
11193,Delhi,5,17,0,0,25558,Urban,2015,454.23
11194,Tamil Nadu,2,16,0,1,137871,Rural,2021,57.65
11195,Uttar Pradesh,2,20,2,0,131237,Rural,2015,566.75
11196,Uttar Pradesh,3,10,2,0,141235,Urban,2018,605.08
11197,Uttar Pradesh,9,13,2,0,68187,Rural,2018,728.87
11198,Tamil Nadu,4,21,2,0,98608,Urban,2015,702.44
11199,Delhi,3,24,1,0,84018,Urban,2023,535.88
11200,West Bengal,3,20,2,0,138323,Rural,2023,631.03
11201,Gujarat,7,16,2,0,75014,Rural,2017,740.32
11202,Tamil Nadu,4,22,2,0,143625,Urban,2018,643.53
11203,Punjab,3,13,2,1,51826,Rural,2015,412.85
11204,Uttar Pradesh,4,7,2,0,47159,Rural,2015,501.05
11205,Delhi,3,14,1,0,42967,Rural,2017,294.23
11206,West Bengal,9,15,1,0,54466,Urban,2019,659.12
11207,Karnataka,6,6,0,1,93179,Urban,2023,265.33
11208,Punjab,9,12,0,1,50796,Urban,2023,400.09
11209,Maharashtra,9,24,2,0,93178,Urban,2016,856.36
11210,Punjab,3,15,0,0,117714,Urban,2019,331.12
11211,Uttar Pradesh,9,22,1,0,16811,Urban,2017,710.02
11212,Karnataka,9,24,2,0,121658,Urban,2020,858.24
11213,Gujarat,9,11,0,1,136993,Urban,2017,289.39
11214,West Bengal,3,18,0,0,89612,Urban,2016,374.07
11215,West Bengal,8,11,1,0,148780,Urban,2017,450.8
11216,Uttar Pradesh,6,5,2,0,96128,Urban,2016,593.87
11217,Punjab,2,16,0,0,41839,Rural,2015,290.49
11218,Punjab,4,5,1,0,86014,Urban,2021,388.66
11219,West Bengal,8,7,2,0,115480,Rural,2020,572.54
11220,Karnataka,5,6,1,0,134981,Urban,2018,363.96
11221,Uttar Pradesh,6,7,2,0,96770,Urban,2017,575.36
11222,Tamil Nadu,8,8,2,1,106038,Rural,2020,499.97
11223,Delhi,9,18,2,0,17622,Urban,2018,813.41
11224,Karnataka,2,27,1,0,143785,Urban,2020,477.97
11225,Delhi,3,22,2,0,30805,Urban,2023,671.83
11226,Tamil Nadu,7,27,0,0,127616,Urban,2021,490.54
11227,Tamil Nadu,2,9,2,0,116736,Urban,2017,523.39
11228,Delhi,6,19,2,0,116647,Urban,2018,802.92
11229,Karnataka,7,20,1,1,69388,Urban,2023,532.87
11230,Delhi,3,12,2,0,77983,Rural,2020,471.67
11231,Delhi,2,28,0,0,139343,Rural,2016,344.73
11232,Maharashtra,5,25,0,0,121679,Urban,2022,468.15
11233,Karnataka,4,12,2,0,138015,Urban,2017,501.89
11234,Punjab,4,29,1,0,86119,Rural,2017,541.19
11235,Punjab,6,11,0,0,71534,Urban,2019,396.93
11236,Maharashtra,8,10,1,0,146425,Urban,2023,585.96
